409961,631178
400007,639829
392293,652974
388920,656981
382341,659219
375281,660976
371749,664501
360838,667297
360113,670103
356982,672987
351125,674665
346635,673537
342793,666315
337183,662058
329725,661809
325712,664131
322422,665491
314322,665562
309830,665638
305337,667157
299640,669156
294347,669150
291217,671392
291857,672355
294503,673000
296429,672039
298995,672764
302124,671564
309586,668605
311349,669970
313675,670294
315037,671418
316720,673104
321050,673830
325379,675199
326577,680092
331625,684188
339077,690773
341644,690294
343171,687890
345658,687492
355598,691914
360285,696310
361406,697835
360844,699117
358918,699757
356229,702040
352658,703881
346680,706441
346397,708566
347757,711936
347833,715786
346629,716426
343020,716422
341815,717624
343178,718508
344862,718911
347025,720998
348229,719796
352561,719320
354643,722370
356725,725259
360892,728312
366342,732328
367460,736339
366336,737942
365852,740508
370020,743079
370981,744363
368895,745003
366167,745481
365845,746924
367447,749011
369375,746126
370497,747090
370655,748694
371536,750098
372336,751623
373818,753209
376863,756260
381989,763002
384389,767978
385021,776961
390466,785148
394790,792210
392860,797021
392854,801993
395415,807610
400458,816599
403743,819570
411751,831448
412377,845244
402100,856141
396002,858380
382528,858044
371299,858032
352372,857050
344670,859287
342429,854793
329435,855742
323336,859424
318363,859900
309703,857806
301849,852504
300243,854427
291585,849926
288542,846073
283248,846388
276675,843333
271381,843969
274583,849106
277465,854242
282755,856974
292358,876875
289155,872380
275682,871083
264770,874921
255139,881327
272469,876212
276309,884558
290413,896122
304515,908328
314766,923097
333367,928250
338491,937238
334629,948142
337830,955203
337178,964185
328832,968668
321142,960318
319211,966091
303178,958374
291631,956437
274953,951927
267893,954486
258277,946776
254419,953830
246715,958313
240955,944191
235815,951243
234525,957658
223612,962138
218488,953791
220422,945452
218507,935826
214018,933896
211458,928118
215318,918498
208257,921057
196707,922328
200568,911424
201220,901801
189668,904355
194811,894736
205727,887690
215362,878076
201884,881269
196106,883829
186487,879328
183918,881891
183924,875475
173013,878671
174947,870974
174314,862632
167899,861342
173683,852365
175619,842743
