55.624786,-2.3219923
55.408916,-2.2258619
55.34129,-2.3952345
55.272504,-2.6094679
55.049701,-2.950044
55.049701,-3.0434278
55.00247,-3.0599073
54.948875,-3.2521681
54.936221,-3.4639262
54.876217,-3.5957622
54.855668,-3.7028789
54.825618,-3.8017558
54.763864,-3.9885234
54.768618,-4.2219829
54.877797,-4.3345927
54.711537,-4.3675517
54.681379,-4.4307231
54.841437,-4.8015117
54.816123,-4.936985
54.641663,-4.8985329
54.923596,-5.1814308
55.007163,-5.1347389
54.914063,-5.005995
55.035443,-5.0499403
55.327135,-4.821974
55.506416,-4.6159803
55.633796,-4.7835218
55.708144,-4.8933851
55.771538,-5.038954
55.820945,-5.2147352
55.974937,-5.4454481
55.455095,-5.1158583
55.567073,-5.3795301
55.342799,-5.5662977
55.641547,-5.676161
55.91957,-5.676161
55.629145,-5.9288465
55.709692,-6.3902723
55.888777,-6.4232313
55.993375,-6.0496962
56.158921,-5.8079969
56.274991,-5.70912
56.268891,-6.1375868
56.354205,-6.3353407
56.554549,-6.3243544
56.745429,-6.2584364
56.907738,-5.9618055
57.015553,-5.8739149
57.16478,-6.2474501
57.408214,-6.7747938
57.567646,-6.6759169
57.691168,-6.2913954
57.414131,-6.0057508
57.567646,-5.775038
57.809081,-5.8842785
57.855874,-5.2031262
58.550502,-5.0273449
58.539036,-4.192384
58.630659,-3.1486828
58.401151,-3.0278332
57.867562,-3.9946301
57.567802,-4.010633
57.667828,-1.9452034
57.491126,-1.8353401
57.075475,-2.1319709
56.495297,-2.6681348
56.343381,-2.7889845
56.29464,-2.6461622
56.215302,-2.9208204
56.086794,-3.140547
56.043863,-3.6019727
55.945554,-3.1185743
56.056134,-2.7560255
55.957856,-2.404463
55.913241,-2.2616407
55.842368,-2.0474073
55.803796,-2.0336744
55.717255,-2.1572706
