01/05/20,27510/177454=0.155[15.5%],?,?
02/05/20,28131/182260=0.154[15.4%],621/[4806-7]=0.129[12.9],?
03/05/20,28446/186599=0.152[15.2%],315/[4339-7]=0.073[7.3],?
04/05/20,28734/190584=0.151[15.1%],288/[3985-7]=0.072[7.2],?
05/05/20,29427/194990=0.151[15.1%],693/[4406-7]=0.158[15.8],?
